OTUID	Mim109	Mim116	Mim11	Mim124	Mim129	Mim12	Mim132	Mim139	Mim141	Mim143	Mim151	Mim152	Mim161	Mim162	Mim172	Mim176	Mim181	Mim182	Mim190	Mim191	Mim1	Mim212	Mim21	Mim224	Mim228	Mim22	Mim237	Mim238	Mim250	Mim255	Mim261	Mim266	Mim271	Mim277	Mim286	Mim2	Mim31	Mim32	Mim46	Mim47	Mim57	Mim58	Mim66	Mim67	Mim83	Mim87	Mim93	Mim97	Mim98
ZOTU674	47.0	5.0	8.0	10.0	7.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	15.0	0.0	2.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	0.0	0.0	0.0	0.0	0.0	3.0	38.0	38.0	31.0	0.0	18.0
ZOTU473	12.0	11.0	0.0	4.0	3.0	0.0	2.0	0.0	64.0	56.0	27.0	45.0	19.0	26.0	14.0	26.0	8.0	11.0	7.0	16.0	0.0	24.0	0.0	39.0	27.0	0.0	69.0	46.0	41.0	59.0	21.0	16.0	12.0	19.0	14.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	14.0	24.0	0.0	6.0
ZOTU248	45.0	9.0	11.0	53.0	30.0	69.0	19.0	13.0	1.0	0.0	74.0	7.0	24.0	16.0	5.0	4.0	20.0	16.0	3.0	8.0	19.0	25.0	120.0	14.0	25.0	127.0	84.0	19.0	12.0	3.0	41.0	20.0	32.0	19.0	20.0	5.0	42.0	10.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	18.0	25.0	50.0	6.0
ZOTU1754	5.0	0.0	5.0	4.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0	20.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	11.0	10.0	1.0	7.0	1.0
ZOTU1290	6.0	5.0	10.0	10.0	4.0	11.0	21.0	7.0	4.0	19.0	13.0	31.0	5.0	5.0	13.0	9.0	4.0	22.0	8.0	21.0	8.0	21.0	13.0	4.0	0.0	13.0	4.0	7.0	14.0	4.0	17.0	5.0	21.0	7.0	12.0	9.0	10.0	27.0	7.0	4.0	3.0	0.0	2.0	2.0	10.0	11.0	3.0	3.0	14.0
ZOTU646	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	22.0	21.0	17.0	6.0	19.0	10.0	17.0	5.0	13.0	20.0	15.0	9.0	0.0	2.0	0.0	17.0	7.0	0.0	15.0	7.0	10.0	19.0	18.0	13.0	35.0	16.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0
ZOTU1074	18.0	14.0	13.0	12.0	8.0	8.0	2.0	3.0	14.0	5.0	8.0	2.0	6.0	6.0	5.0	4.0	24.0	31.0	28.0	41.0	12.0	21.0	12.0	4.0	4.0	20.0	5.0	7.0	5.0	4.0	3.0	25.0	15.0	40.0	27.0	6.0	4.0	26.0	4.0	3.0	0.0	3.0	4.0	3.0	7.0	9.0	15.0	8.0	11.0
ZOTU632	1.0	1.0	1.0	6.0	2.0	0.0	3.0	4.0	17.0	15.0	26.0	29.0	18.0	23.0	23.0	17.0	19.0	6.0	12.0	5.0	1.0	9.0	6.0	25.0	25.0	6.0	41.0	20.0	12.0	40.0	13.0	7.0	8.0	1.0	10.0	1.0	4.0	11.0	1.0	0.0	5.0	3.0	3.0	1.0	1.0	1.0	1.0	10.0	5.0
ZOTU7914	4.0	0.0	4.0	4.0	1.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	5.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0	1.0	3.0	0.0
ZOTU561	55.0	6.0	14.0	9.0	7.0	2.0	6.0	1.0	2.0	0.0	4.0	1.0	2.0	2.0	1.0	5.0	3.0	0.0	1.0	1.0	43.0	1.0	17.0	2.0	1.0	7.0	1.0	3.0	2.0	3.0	0.0	0.0	1.0	3.0	0.0	11.0	30.0	16.0	0.0	2.0	3.0	3.0	6.0	1.0	30.0	42.0	29.0	42.0	18.0
ZOTU276	14.0	6.0	6.0	9.0	3.0	11.0	1.0	14.0	21.0	29.0	19.0	16.0	12.0	10.0	15.0	17.0	24.0	23.0	34.0	30.0	9.0	12.0	19.0	20.0	7.0	11.0	14.0	8.0	35.0	7.0	28.0	22.0	31.0	16.0	19.0	10.0	7.0	2.0	9.0	4.0	15.0	6.0	6.0	8.0	7.0	5.0	5.0	6.0	1.0
ZOTU677	11.0	2.0	17.0	17.0	9.0	12.0	11.0	9.0	4.0	4.0	9.0	7.0	24.0	13.0	3.0	18.0	2.0	3.0	5.0	1.0	24.0	5.0	23.0	8.0	14.0	28.0	13.0	16.0	3.0	7.0	12.0	10.0	12.0	4.0	4.0	4.0	5.0	1.0	29.0	43.0	27.0	32.0	11.0	9.0	21.0	15.0	8.0	12.0	3.0
ZOTU4721	12.0	0.0	1.0	15.0	9.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	5.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	6.0	6.0	4.0	0.0
ZOTU731	13.0	7.0	6.0	15.0	7.0	6.0	1.0	0.0	1.0	0.0	1.0	1.0	5.0	3.0	2.0	4.0	0.0	2.0	0.0	1.0	15.0	0.0	3.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	13.0	7.0	6.0	18.0	0.0	0.0	4.0	15.0	7.0	9.0	12.0	12.0	6.0	12.0
ZOTU5505	4.0	0.0	7.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	3.0	1.0	0.0	5.0
ZOTU7987	4.0	0.0	0.0	6.0	4.0	0.0	2.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	9.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	5.0	0.0	1.0
ZOTU1612	0.0	4.0	0.0	4.0	3.0	0.0	0.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	10.0	1.0	0.0
ZOTU65	7.0	5.0	3.0	2.0	1.0	1.0	2.0	1.0	50.0	45.0	57.0	42.0	68.0	84.0	45.0	65.0	85.0	81.0	90.0	104.0	0.0	83.0	0.0	97.0	48.0	4.0	102.0	61.0	46.0	39.0	62.0	49.0	23.0	87.0	60.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	6.0	0.0
ZOTU52	92.0	110.0	34.0	32.0	52.0	27.0	41.0	21.0	36.0	20.0	35.0	50.0	24.0	40.0	24.0	33.0	12.0	4.0	4.0	4.0	60.0	10.0	38.0	49.0	41.0	46.0	55.0	46.0	31.0	30.0	37.0	29.0	7.0	14.0	11.0	75.0	68.0	76.0	50.0	21.0	20.0	61.0	82.0	44.0	92.0	75.0	58.0	69.0	74.0
ZOTU5205	10.0	3.0	1.0	3.0	3.0	8.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	3.0	2.0	1.0	4.0	7.0	4.0	6.0	5.0	3.0	4.0	6.0	3.0
ZOTU11134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZOTU3480	4.0	0.0	1.0	5.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	5.0	0.0	2.0	1.0	3.0	1.0	1.0	3.0	1.0	3.0	1.0	2.0
ZOTU3993	6.0	12.0	3.0	18.0	6.0	22.0	7.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	1.0	9.0	5.0	1.0	2.0	0.0	0.0	10.0	0.0	0.0	12.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	19.0	0.0	2.0	22.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	20.0	10.0	18.0	2.0
ZOTU1549	28.0	0.0	3.0	30.0	13.0	9.0	15.0	3.0	0.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	1.0	13.0	19.0	1.0	0.0	14.0	8.0	1.0	0.0	0.0	1.0	1.0	2.0	12.0	0.0	0.0	6.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	43.0	24.0	44.0	2.0	4.0
ZOTU11942	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0
ZOTU14203	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0
ZOTU668	16.0	20.0	17.0	25.0	11.0	17.0	27.0	2.0	2.0	3.0	7.0	7.0	9.0	2.0	2.0	8.0	0.0	0.0	0.0	1.0	5.0	0.0	11.0	2.0	10.0	10.0	7.0	1.0	2.0	6.0	6.0	8.0	10.0	1.0	2.0	10.0	22.0	12.0	17.0	1.0	3.0	3.0	5.0	4.0	25.0	28.0	11.0	13.0	20.0
ZOTU289	51.0	9.0	41.0	111.0	38.0	63.0	70.0	35.0	7.0	20.0	32.0	23.0	25.0	26.0	41.0	50.0	38.0	24.0	24.0	23.0	23.0	9.0	65.0	17.0	20.0	121.0	34.0	43.0	49.0	21.0	161.0	170.0	117.0	67.0	139.0	27.0	34.0	21.0	26.0	46.0	32.0	15.0	18.0	16.0	29.0	38.0	30.0	30.0	15.0
ZOTU2694	3.0	0.0	4.0	4.0	5.0	9.0	13.0	6.0	3.0	2.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	2.0	1.0	8.0	0.0	1.0	5.0	1.0	0.0	1.0	4.0	0.0	1.0	1.0	0.0	1.0	1.0	4.0	1.0	5.0	12.0	11.0	3.0	2.0	4.0	3.0	5.0	2.0	4.0	1.0
ZOTU225	47.0	43.0	43.0	64.0	57.0	35.0	37.0	60.0	36.0	40.0	22.0	63.0	22.0	35.0	36.0	34.0	35.0	39.0	39.0	43.0	31.0	46.0	48.0	39.0	15.0	41.0	75.0	28.0	21.0	15.0	23.0	11.0	19.0	49.0	28.0	48.0	22.0	18.0	24.0	46.0	36.0	32.0	40.0	48.0	33.0	27.0	33.0	20.0	35.0
ZOTU16174	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ZOTU574	10.0	15.0	29.0	8.0	4.0	31.0	3.0	16.0	5.0	3.0	2.0	2.0	4.0	6.0	1.0	6.0	3.0	2.0	7.0	1.0	25.0	3.0	12.0	0.0	3.0	18.0	4.0	0.0	5.0	1.0	1.0	3.0	2.0	5.0	3.0	13.0	22.0	7.0	47.0	54.0	17.0	45.0	21.0	47.0	11.0	14.0	7.0	25.0	17.0
ZOTU1649	2.0	5.0	5.0	4.0	7.0	6.0	1.0	13.0	6.0	1.0	0.0	2.0	3.0	1.0	0.0	3.0	0.0	0.0	2.0	3.0	1.0	2.0	10.0	6.0	1.0	9.0	2.0	2.0	5.0	5.0	5.0	7.0	5.0	2.0	7.0	5.0	9.0	0.0	14.0	12.0	10.0	4.0	12.0	10.0	8.0	4.0	2.0	5.0	1.0
ZOTU3	294.0	231.0	214.0	219.0	357.0	146.0	373.0	186.0	20.0	41.0	46.0	63.0	108.0	40.0	52.0	74.0	28.0	27.0	19.0	20.0	242.0	24.0	240.0	24.0	36.0	162.0	51.0	61.0	52.0	40.0	49.0	62.0	45.0	24.0	58.0	116.0	175.0	55.0	209.0	139.0	281.0	265.0	227.0	242.0	290.0	303.0	174.0	220.0	68.0
ZOTU262	41.0	15.0	26.0	15.0	15.0	9.0	22.0	1.0	3.0	15.0	3.0	4.0	1.0	1.0	0.0	4.0	1.0	0.0	1.0	3.0	68.0	1.0	28.0	2.0	5.0	17.0	0.0	3.0	0.0	4.0	5.0	0.0	2.0	0.0	3.0	57.0	43.0	41.0	8.0	8.0	7.0	11.0	19.0	12.0	56.0	42.0	22.0	63.0	23.0
ZOTU22	60.0	182.0	62.0	104.0	111.0	12.0	22.0	33.0	7.0	9.0	6.0	7.0	8.0	4.0	3.0	4.0	4.0	1.0	2.0	2.0	43.0	2.0	24.0	1.0	0.0	39.0	1.0	1.0	2.0	4.0	1.0	1.0	3.0	3.0	3.0	106.0	39.0	98.0	32.0	22.0	3.0	155.0	136.0	88.0	19.0	41.0	37.0	45.0	136.0
ZOTU72	35.0	31.0	28.0	15.0	27.0	5.0	11.0	6.0	0.0	0.0	1.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	18.0	0.0	1.0	13.0	1.0	0.0	0.0	0.0	2.0	5.0	1.0	0.0	0.0	58.0	79.0	31.0	98.0	11.0	16.0	73.0	152.0	102.0	77.0	92.0	24.0	50.0	26.0
ZOTU138	54.0	33.0	130.0	64.0	175.0	243.0	77.0	103.0	24.0	20.0	9.0	14.0	3.0	3.0	15.0	15.0	6.0	1.0	2.0	7.0	122.0	4.0	199.0	4.0	15.0	201.0	6.0	3.0	21.0	13.0	18.0	10.0	6.0	8.0	14.0	86.0	75.0	102.0	66.0	102.0	34.0	76.0	61.0	86.0	31.0	36.0	45.0	71.0	72.0
ZOTU2348	14.0	2.0	5.0	7.0	0.0	16.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	15.0	0.0	8.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	7.0	7.0	6.0	6.0	2.0	3.0	3.0	3.0	7.0	9.0	13.0	3.0	3.0
ZOTU2200	6.0	1.0	4.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	11.0	5.0	6.0	10.0
ZOTU1808	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	7.0	3.0	7.0	14.0	9.0	3.0	3.0	1.0	2.0	2.0	6.0	2.0	2.0	3.0	0.0	6.0	2.0	4.0	5.0	3.0	13.0	0.0	5.0	6.0	8.0	8.0	10.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	0.0
ZOTU945	58.0	0.0	3.0	4.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	44.0	3.0	0.0	0.0
ZOTU335	21.0	49.0	27.0	17.0	23.0	53.0	22.0	31.0	17.0	18.0	12.0	15.0	5.0	1.0	12.0	17.0	8.0	2.0	6.0	2.0	12.0	5.0	22.0	3.0	16.0	33.0	34.0	10.0	17.0	17.0	17.0	14.0	11.0	8.0	15.0	27.0	21.0	47.0	28.0	38.0	29.0	50.0	36.0	26.0	13.0	15.0	18.0	10.0	27.0
ZOTU4889	3.0	0.0	1.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	5.0	0.0	1.0
ZOTU108	8.0	12.0	13.0	21.0	21.0	32.0	19.0	15.0	4.0	9.0	6.0	19.0	31.0	15.0	10.0	12.0	7.0	5.0	4.0	4.0	24.0	11.0	20.0	12.0	7.0	17.0	8.0	14.0	6.0	8.0	13.0	14.0	7.0	2.0	2.0	33.0	28.0	8.0	45.0	38.0	25.0	43.0	18.0	34.0	29.0	17.0	12.0	32.0	7.0
ZOTU8547	9.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	4.0	0.0	1.0
ZOTU1812	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	5.0	9.0	13.0	8.0	9.0	11.0	4.0	2.0	7.0	3.0	1.0	2.0	0.0	8.0	7.0	0.0	6.0	4.0	3.0	6.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ZOTU3801	1.0	0.0	1.0	1.0	0.0	7.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	2.0	1.0	0.0	3.0	5.0	3.0	3.0	3.0	6.0	1.0	6.0	1.0
ZOTU8906	5.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0
ZOTU1571	12.0	31.0	8.0	5.0	2.0	4.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16.0	9.0	7.0	7.0	13.0	2.0	12.0	28.0	7.0	8.0	2.0	16.0	8.0	10.0
ZOTU3617	5.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	6.0	3.0	7.0	1.0
ZOTU721	28.0	20.0	18.0	37.0	28.0	2.0	11.0	6.0	8.0	0.0	2.0	4.0	1.0	0.0	1.0	5.0	10.0	7.0	2.0	4.0	17.0	9.0	12.0	1.0	1.0	21.0	0.0	4.0	10.0	0.0	9.0	2.0	2.0	17.0	5.0	13.0	12.0	16.0	1.0	2.0	0.0	0.0	3.0	0.0	40.0	23.0	37.0	9.0	19.0
ZOTU7567	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	1.0	6.0	1.0	9.0	1.0	3.0	1.0	5.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZOTU28	29.0	5.0	13.0	16.0	4.0	7.0	7.0	0.0	70.0	102.0	122.0	205.0	281.0	171.0	99.0	168.0	139.0	109.0	111.0	79.0	11.0	93.0	13.0	183.0	231.0	21.0	226.0	235.0	104.0	115.0	190.0	186.0	99.0	117.0	104.0	15.0	9.0	9.0	0.0	1.0	2.0	0.0	4.0	1.0	22.0	41.0	19.0	10.0	10.0
ZOTU4279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	3.0	0.0	0.0	4.0	11.0	5.0	14.0	10.0	8.0	0.0	4.0	0.0	12.0	0.0	0.0	14.0	0.0	18.0	0.0	2.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ZOTU495	11.0	23.0	11.0	7.0	3.0	2.0	4.0	0.0	9.0	9.0	9.0	6.0	15.0	8.0	6.0	7.0	3.0	8.0	10.0	12.0	14.0	8.0	5.0	1.0	9.0	11.0	17.0	8.0	1.0	4.0	10.0	7.0	1.0	14.0	3.0	18.0	22.0	15.0	3.0	0.0	0.0	0.0	8.0	1.0	30.0	34.0	22.0	13.0	22.0
ZOTU12703	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	3.0	0.0	1.0
ZOTU38	25.0	29.0	17.0	20.0	10.0	11.0	9.0	0.0	42.0	44.0	25.0	13.0	31.0	12.0	44.0	32.0	67.0	74.0	71.0	57.0	21.0	22.0	5.0	36.0	7.0	23.0	25.0	8.0	33.0	30.0	93.0	104.0	92.0	108.0	77.0	39.0	11.0	24.0	22.0	4.0	2.0	22.0	38.0	23.0	27.0	24.0	12.0	22.0	19.0
ZOTU12570	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	5.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ZOTU449	43.0	22.0	26.0	74.0	44.0	25.0	26.0	10.0	16.0	17.0	17.0	23.0	9.0	7.0	12.0	26.0	10.0	6.0	5.0	10.0	20.0	10.0	23.0	3.0	17.0	13.0	20.0	6.0	20.0	3.0	45.0	31.0	11.0	23.0	40.0	39.0	42.0	51.0	47.0	34.0	40.0	31.0	31.0	33.0	60.0	42.0	33.0	54.0	40.0
ZOTU43	45.0	18.0	15.0	8.0	8.0	0.0	1.0	33.0	121.0	345.0	87.0	145.0	46.0	126.0	113.0	141.0	17.0	18.0	7.0	19.0	3.0	16.0	7.0	31.0	339.0	47.0	99.0	83.0	21.0	143.0	15.0	1.0	10.0	13.0	10.0	10.0	12.0	58.0	8.0	11.0	0.0	4.0	11.0	8.0	10.0	14.0	12.0	16.0	77.0
ZOTU140	39.0	34.0	15.0	12.0	39.0	16.0	29.0	51.0	8.0	12.0	5.0	5.0	12.0	9.0	19.0	13.0	11.0	10.0	4.0	5.0	41.0	6.0	15.0	13.0	5.0	24.0	14.0	8.0	15.0	17.0	9.0	6.0	16.0	3.0	18.0	24.0	16.0	15.0	60.0	83.0	92.0	74.0	40.0	73.0	28.0	42.0	19.0	17.0	14.0
ZOTU6116	2.0	0.0	0.0	3.0	4.0	3.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	6.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	6.0	4.0	2.0	0.0
ZOTU13610	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	3.0	0.0	0.0
ZOTU619	17.0	18.0	64.0	23.0	23.0	75.0	16.0	31.0	2.0	0.0	0.0	4.0	0.0	4.0	1.0	0.0	1.0	1.0	0.0	0.0	38.0	1.0	83.0	3.0	0.0	32.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	4.0	24.0	56.0	9.0	64.0	60.0	35.0	84.0	41.0	63.0	22.0	17.0	4.0	33.0	15.0
ZOTU158	39.0	31.0	69.0	45.0	43.0	27.0	26.0	24.0	14.0	11.0	24.0	15.0	14.0	17.0	10.0	16.0	11.0	15.0	19.0	12.0	56.0	16.0	73.0	18.0	22.0	45.0	15.0	12.0	11.0	5.0	7.0	10.0	12.0	9.0	8.0	58.0	119.0	36.0	25.0	22.0	63.0	31.0	30.0	27.0	99.0	86.0	45.0	131.0	37.0
ZOTU1	120.0	125.0	586.0	399.0	1378.0	225.0	2060.0	1470.0	72.0	115.0	129.0	104.0	246.0	180.0	215.0	247.0	101.0	96.0	42.0	49.0	152.0	76.0	374.0	115.0	238.0	453.0	232.0	189.0	227.0	172.0	396.0	373.0	205.0	103.0	228.0	75.0	68.0	49.0	814.0	1313.0	1362.0	751.0	285.0	489.0	132.0	91.0	105.0	64.0	48.0
