	Mim109	Mim116	Mim11	Mim124	Mim129	Mim12	Mim132	Mim139	Mim141	Mim143	Mim151	Mim152	Mim161	Mim162	Mim172	Mim176	Mim181	Mim182	Mim190	Mim191	Mim1	Mim212	Mim21	Mim224	Mim228	Mim22	Mim237	Mim238	Mim250	Mim255	Mim261	Mim266	Mim271	Mim277	Mim286	Mim2	Mim31	Mim32	Mim46	Mim47	Mim57	Mim58	Mim66	Mim67	Mim83	Mim87	Mim93	Mim97	Mim98
Mim261	0.25659523485729624	0.31008768587277447	0.3187471741075423	0.31212593003489314	0.3251036141182786	0.3387408128299186	0.3503383349736065	0.36203022859443507	0.21557799096358593	0.21025390265724253	0.1988563648564015	0.22811333944707884	0.23617710879484655	0.2359673405207122	0.18437756732575822	0.20217333989442607	0.18647194953923235	0.21282142435358326	0.187884039098148	0.199182977543169	0.3242140520712177	0.25494945557841997	0.32993565178491546	0.25242227341862755	0.277010633443679	0.29303680236199336	0.2150238324237273	0.22447158763532254	0.14932216068712534	0.25472539142882705	0.0	0.11047941308043303	0.1260099364766932	0.14036376219021204	0.12188661268676747	0.33663767603113537	0.31674829918582803	0.3372887308759059	0.31716577033193166	0.3618790820434821	0.33202868882526615	0.3125036664579046	0.2909868256240494	0.29961865751096006	0.2885789017625481	0.27987704214010917	0.27522171960275565	0.3343235318063882	0.35363265768989893
Mim266	0.2888181846649369	0.3331699172407623	0.33540442739554444	0.32272563478572064	0.3298259975843249	0.3522067688109511	0.3433860141361725	0.3706603663773821	0.2462528795741254	0.24443859890847278	0.23165566162655454	0.26481762413885657	0.247334378187349	0.2630185537264024	0.21478269750380247	0.22428544958396707	0.20943778742059588	0.24037621991589872	0.2152448291133578	0.22691158808266979	0.3564364033282634	0.2737404647937729	0.35109890220989537	0.26654680236199335	0.2806217884942292	0.3120452026482956	0.2310005336852465	0.23776375279592019	0.19024238883421313	0.26597667173660194	0.11047941308043303	0.0	0.14801618412812023	0.13938333452625926	0.12087477498434285	0.37065605663415946	0.3398010101100474	0.3607294233694194	0.34405460096627005	0.36954486355909455	0.35162976335331486	0.3385804330321195	0.3199087214816141	0.3275827659479288	0.31513382616086605	0.30952762190212046	0.2957881631922698	0.3490218569383555	0.3768873154692672
Mim271	0.27042135725149863	0.3219024304375056	0.3320503261161313	0.32356282902388833	0.3426278979153619	0.3487206356804151	0.3759889451552295	0.3728460172676031	0.2360021960275566	0.2284774367003668	0.21225829560705017	0.25123707658584593	0.25588427440279143	0.2540463608302765	0.1618557985148072	0.22068942650084997	0.14663440010736334	0.2026452965912141	0.1859640695177597	0.19510182696609107	0.32070690077838415	0.26257064641674865	0.33920851480719333	0.25326357430437507	0.2994244224747249	0.3079711863648564	0.2375106222599982	0.24242025006710208	0.13988554978974677	0.27211622617875997	0.1260099364766932	0.14801618412812023	0.0	0.16350667621007425	0.1491552446989353	0.34120110181622976	0.313048814529838	0.34967384763353315	0.3196388928156035	0.37609544511049475	0.3484369808535385	0.32155658942471144	0.2932242820076944	0.3046336543795294	0.2770800720229042	0.2640602675136441	0.28408357609376395	0.3289767321284781	0.36391383063433835
Mim277	0.2722796251230205	0.3383076286123289	0.34261322939966	0.3189807828576541	0.3476538682115058	0.3557106616265545	0.3715654755301064	0.3990735174912768	0.22206303793504514	0.21841783662879127	0.21392824282007697	0.2618221665026394	0.26246478795741257	0.25409851346515167	0.2131505538158719	0.2200526590319406	0.17165734902030955	0.21282864632727924	0.1791676321911067	0.19728876084817032	0.3554220255882616	0.24996998523754138	0.35785032656347854	0.2673397852733292	0.28382310727386595	0.3227387295338642	0.24492471280307776	0.2435766435537264	0.19602921266887355	0.2833685810145835	0.14036376219021204	0.13938333452625926	0.16350667621007425	0.0	0.10060573857027824	0.3541103771137157	0.3283208651695446	0.33982132906862306	0.3738712807551221	0.3989636664579046	0.3796789205511317	0.3714564731144314	0.34465207121767916	0.3559460995794936	0.298949254272166	0.2934861340252304	0.2635745808356446	0.3376692694819719	0.3561945007604903
Mim286	0.2747938194506576	0.32772913975127493	0.33366180057260447	0.3123990229936477	0.3380371016372909	0.34632125570367717	0.36546437237183504	0.3768719866690525	0.21130058468283083	0.21108445826250335	0.2121446255703677	0.2521857640690704	0.2545648389549968	0.2454737850049208	0.20443037219289611	0.2058176415853986	0.1969294470788226	0.23312980585130177	0.19390354701619394	0.20817577793683456	0.35125603292475616	0.2585492632191107	0.35205971459246665	0.2662634052071218	0.28029987474277535	0.3161114914556679	0.23804509483761296	0.23396779144672092	0.177927526169813	0.265698547016194	0.12188661268676747	0.12087477498434285	0.1491552446989353	0.10060573857027824	0.0	0.3535329824639885	0.3384014619307506	0.33924728594435005	0.34779423145745725	0.3762926751364409	0.36518603963496465	0.350004349109779	0.3221632665294802	0.3346329466762101	0.3093675937192448	0.3038085577525276	0.271065240225463	0.3472227981569294	0.35965078330500133
Mim2	0.18079761787599533	0.2219446962512302	0.1891521848438758	0.3075496864095911	0.3176097629059676	0.23440066028451284	0.3779211492350363	0.3656804410843697	0.3199293862395992	0.334635949270824	0.3133770577972622	0.30368042319048044	0.3431057528853897	0.3336546568846739	0.34628658629328085	0.33348791849333453	0.34725594927082404	0.31344151784915447	0.32997090095732307	0.32889320792699295	0.12367484611255257	0.35699137156661	0.20234223449941846	0.3028887371387671	0.38797370895589156	0.1826265522948913	0.3078462395991769	0.3461532862127583	0.3036252469356715	0.3350542314574573	0.33663767603113537	0.37065605663415946	0.34120110181622976	0.3541103771137157	0.3535329824639885	0.0	0.17760341907488594	0.1795546631475351	0.21263714055649996	0.27922696385434376	0.2694385774358057	0.21799562270734546	0.16802959962422834	0.20060515522948913	0.2016026160866064	0.18583421356356805	0.24106499463183323	0.1762839223405207	0.19089899794220272
Mim31	0.16567882526617156	0.24033051310727385	0.16193049163460677	0.26175516328173926	0.25953879260982377	0.1768555931824282	0.3033838981837703	0.311389876084817	0.34780766350541287	0.3569686525901405	0.3208494837612955	0.32527782455041604	0.34681849378187346	0.34496982419253824	0.35117004562941756	0.34495722376308485	0.34075796278071036	0.34261088216873936	0.3380444819719066	0.33971761116578686	0.14485799588440548	0.36462666055292114	0.16378949002415674	0.3530693271897647	0.3891976380066207	0.17143682115057707	0.330030989979422	0.3522007734633622	0.29117894515522946	0.3531860177149504	0.31674829918582803	0.3398010101100474	0.313048814529838	0.3283208651695446	0.3384014619307506	0.17760341907488594	0.0	0.22935300572604456	0.2042327963675405	0.2626051579135725	0.2285736355909457	0.20515543795293906	0.19310237720318513	0.2040697651427038	0.15565933211058425	0.1521517464435895	0.25091941844859983	0.06297672139214458	0.23821381721392143
Mim32	0.18882577659479288	0.17782073096537532	0.208956108079091	0.274933781426143	0.3170998514807193	0.2697034069965107	0.38022937326652945	0.371824372371835	0.2557792099847902	0.28578351749127673	0.28280261653395367	0.2755070645074707	0.32630141630133314	0.3053795141809072	0.3198709103516149	0.29497687706898096	0.35900497047508273	0.3536383524201485	0.33840412722555246	0.32753396036503535	0.22541671512928335	0.34508676836360386	0.2421344578151561	0.3304860539500761	0.3608198939787063	0.2386466623423101	0.289459413080433	0.31994964570099305	0.30348101771495034	0.28010941621186364	0.3372887308759059	0.3607294233694194	0.34967384763353315	0.33982132906862306	0.33924728594435005	0.1795546631475351	0.22935300572604456	0.0	0.2672698496913304	0.31102390847275657	0.32091386776415853	0.27812048895052344	0.20880223449941845	0.24703925382481878	0.2345844716829203	0.21526981703498255	0.22675802854075333	0.23187350004473473	0.08491154155855775
Mim46	0.21726919969580388	0.2431224282007694	0.1925267853627986	0.27972874519101726	0.257937233604724	0.2106899838954997	0.3074486915093495	0.26094787241656975	0.3552149261877069	0.367131073186007	0.3364762373624407	0.3258109868479914	0.3421913885658048	0.349625697414333	0.3384814409054308	0.3454597436700366	0.3556801346515165	0.3715179945423638	0.3622157582535564	0.35794381989800483	0.17252661671289254	0.385817561062897	0.18826795785989087	0.3629528366287913	0.40144531582714504	0.1829312530195938	0.33042420237988723	0.357023868658853	0.2932413049118726	0.3283571195311801	0.31716577033193166	0.34405460096627005	0.3196388928156035	0.3738712807551221	0.34779423145745725	0.21263714055649996	0.2042327963675405	0.2672698496913304	0.0	0.15809222555247382	0.16450438400286302	0.08640939921266888	0.12067106960722912	0.09992155408428022	0.21259683099221616	0.20526012123109957	0.29212866019504335	0.2123170976111658	0.28091782589245773
Mim47	0.27196092242999015	0.2930603288002147	0.209142280128836	0.2723113259371924	0.19563013196743312	0.21669493289791536	0.2366353064328532	0.1709825306432853	0.38452428603381944	0.4012831054844771	0.36437005010288986	0.35680400331036943	0.3635761890489398	0.37143590543079535	0.3842580799856849	0.370230093048224	0.41114148429811215	0.40702031045897824	0.39574479690435715	0.3855065294801825	0.2614816462378098	0.40655716784468104	0.18490812740449136	0.38157172586561694	0.4192639080254093	0.20508057976201124	0.3522656826518744	0.3748870372192896	0.33521195490739913	0.34637510960007156	0.3618790820434821	0.36954486355909455	0.37609544511049475	0.3989636664579046	0.3762926751364409	0.27922696385434376	0.2626051579135725	0.31102390847275657	0.15809222555247382	0.0	0.13791072514986133	0.17053747785631204	0.20993076317437592	0.16019535250961794	0.29211720005368164	0.29016633891026217	0.33184271181891384	0.26405144895768096	0.32025742193790824
Mim57	0.24647477364230114	0.30725733112642034	0.21990442068533597	0.29436824595150757	0.22681251856491008	0.22504279323610987	0.2547891129104411	0.20856787152187525	0.39801999284244427	0.40183092019325406	0.360069817929677	0.35701803167218393	0.3591159121410038	0.37415418001252576	0.36601234186275383	0.37452340923324684	0.38765159210879485	0.38713010154782146	0.3830436476693209	0.38125391205153436	0.2306451869911425	0.40219611344725775	0.20581156884673885	0.3834617960991321	0.4173569343294265	0.21004987787420593	0.351249800483135	0.3752675655363693	0.311173944260535	0.3503256325489845	0.33202868882526615	0.35162976335331486	0.3484369808535385	0.3796789205511317	0.36518603963496465	0.2694385774358057	0.2285736355909457	0.32091386776415853	0.16450438400286302	0.13791072514986133	0.0	0.15214685828039723	0.21742008007515434	0.17665938266082132	0.2542466207390176	0.25049456428379707	0.33643028585488055	0.2341501968327816	0.3313827878679431
Mim58	0.22316714055649994	0.23823691554084278	0.20946294757090456	0.3032909940055471	0.26621998165876354	0.21686594569204615	0.3112503542990069	0.2782837850049208	0.35361204035072025	0.36264998210611077	0.327635439742328	0.3193438610539501	0.32899834526259286	0.3411339120515344	0.34657470967164716	0.3385273105484477	0.3594306414959291	0.3591163156482061	0.3537425735886195	0.3520651060212937	0.17298322358414603	0.374566793862396	0.19812911425248278	0.3513326760311354	0.38815291223047327	0.19354418895947034	0.32180123065223226	0.3448855368166771	0.28498105663415946	0.3235537693477678	0.3125036664579046	0.3385804330321195	0.32155658942471144	0.3714564731144314	0.350004349109779	0.21799562270734546	0.20515543795293906	0.27812048895052344	0.08640939921266888	0.17053747785631204	0.15214685828039723	0.0	0.12644845575735886	0.10640842757448332	0.22075117518117565	0.22064115505055024	0.2910139411291044	0.20929844994184485	0.2898027095821777
Mim66	0.18284020220094838	0.17435606110763174	0.1846389599176881	0.27234841460141357	0.28920759192985596	0.22747398541648028	0.33905379797799057	0.3050223678088932	0.29211760535027287	0.31001142703766665	0.2808649664489577	0.2724408495123915	0.29368212355730516	0.29578592511407353	0.2920584002863022	0.28955057976201126	0.3224095410217411	0.3291883797083296	0.32148717052876447	0.312156718260714	0.16254953118010199	0.3429375820882169	0.1900827914467209	0.3119938185559632	0.34911418180191467	0.1883730034893084	0.2774507475172229	0.3054945705466583	0.263599519549074	0.2900682812919388	0.2909868256240494	0.3199087214816141	0.2932242820076944	0.34465207121767916	0.3221632665294802	0.16802959962422834	0.19310237720318513	0.20880223449941845	0.12067106960722912	0.20993076317437592	0.21742008007515434	0.12644845575735886	0.0	0.09906801333094747	0.1869311456562584	0.1810587277444753	0.23923800304196116	0.1994112619665384	0.21755054084280218
Mim67	0.19612238480808802	0.21299225194596044	0.16881316542900598	0.26059416614476155	0.24307533327368702	0.20034640243356894	0.29701484611255263	0.24850325310906324	0.31873190122573136	0.3296562650979691	0.2995690645969401	0.28595206227073455	0.3076591813545674	0.3149863165429006	0.3084985930929588	0.3096205166860517	0.33553987787420597	0.3412512422832602	0.3323678106826519	0.32596658181980853	0.18216771629238612	0.356274126330858	0.16161455802093583	0.32856345486266436	0.3669908781426143	0.16471905207121768	0.29418098774268586	0.3240178035250962	0.26869848572962335	0.29350407757000985	0.29961865751096006	0.3275827659479288	0.3046336543795294	0.3559460995794936	0.3346329466762101	0.20060515522948913	0.2040697651427038	0.24703925382481878	0.09992155408428022	0.16019535250961794	0.17665938266082132	0.10640842757448332	0.09906801333094747	0.0	0.2080222671557663	0.2031219303033014	0.26157649413975126	0.2164391536190391	0.25887699919477497
Mim83	0.12528045495213386	0.23789907309653754	0.20969084369687752	0.2439998134562047	0.28104153440100205	0.23686693209269036	0.3306907743580567	0.3426724854612149	0.3195170126151919	0.33001983224478837	0.2974661881542453	0.30883008589066835	0.3242268569383555	0.32216286123288895	0.3039394922608929	0.31676692269839846	0.29842160463451733	0.3197204871611345	0.31777369150934953	0.3252459340610182	0.17676430661179207	0.34776877247919835	0.21322421624765142	0.3346065120336405	0.3697344819719066	0.21251819853270107	0.3085753547463541	0.3320412230473293	0.27193139706540215	0.32843533819450654	0.2885789017625481	0.31513382616086605	0.2770800720229042	0.298949254272166	0.3093675937192448	0.2016026160866064	0.15565933211058425	0.2345844716829203	0.21259683099221616	0.29211720005368164	0.2542466207390176	0.22075117518117565	0.1869311456562584	0.2080222671557663	0.0	0.08987963720139573	0.20682845083653933	0.16171801288360024	0.23673991142524828
Mim87	0.09847137425069338	0.22205330186991143	0.19999433434732042	0.25405648027198713	0.2819894806298649	0.23511706048134565	0.3276956589424711	0.336045397244341	0.3013364350899168	0.30936110763174374	0.27491227073454416	0.28209543213742505	0.2982380339089201	0.29893674554889504	0.2751464498523754	0.2936190990426769	0.27142143151113896	0.29896430079627806	0.29403664534311535	0.30074815603471416	0.16497210163729087	0.3226086548268766	0.20965897110136886	0.3081541621186365	0.34779508544332105	0.1982072595508634	0.2830516162655453	0.31049078062091795	0.25482036235125705	0.3058487313232531	0.27987704214010917	0.30952762190212046	0.2640602675136441	0.2934861340252304	0.3038085577525276	0.18583421356356805	0.1521517464435895	0.21526981703498255	0.20526012123109957	0.29016633891026217	0.25049456428379707	0.22064115505055024	0.1810587277444753	0.2031219303033014	0.08987963720139573	0.0	0.1956403328263398	0.16261714458262505	0.2226680714860875
Mim93	0.17666891652500671	0.1984813845396797	0.24619442023798874	0.2676398398496913	0.31567650845486267	0.30033787107452803	0.36481994631833226	0.3740688498702693	0.22427561554978975	0.23110112373624409	0.2165419692225105	0.23052579359398767	0.2605448962154424	0.23178108034356268	0.25219895589156305	0.2299707470698756	0.26524325310906327	0.27372533685246486	0.2565852764605887	0.25661051355462106	0.2540663738033461	0.2740510776594793	0.2749609152724345	0.26429531985327015	0.28767396528585487	0.25988209000626283	0.2610168502281471	0.2587494144224747	0.2612450272881811	0.2632646372013957	0.27522171960275565	0.2957881631922698	0.28408357609376395	0.2635745808356446	0.271065240225463	0.24106499463183323	0.25091941844859983	0.22675802854075333	0.29212866019504335	0.33184271181891384	0.33643028585488055	0.2910139411291044	0.23923800304196116	0.26157649413975126	0.20682845083653933	0.1956403328263398	0.0	0.2512631220363246	0.23449940637022457
Mim97	0.1806933698666905	0.2460985666994721	0.1709839080254093	0.27279621767916257	0.2659130294354478	0.1820840637022457	0.3150123883868659	0.3232179806745996	0.3540377060033999	0.3618572179475709	0.328370860248725	0.333694068175718	0.3549404598729534	0.3509885845933614	0.3678374550416033	0.3520340498344815	0.3554032938176613	0.3564814713250425	0.35183618681220363	0.35288291894068174	0.14626285720676388	0.3739752974859085	0.17566983045539947	0.357928762190212	0.3958104120067997	0.19368855641048582	0.33905699830008057	0.3597988717902836	0.3116867357072559	0.35942861724970926	0.3343235318063882	0.3490218569383555	0.3289767321284781	0.3376692694819719	0.3472227981569294	0.1762839223405207	0.06297672139214458	0.23187350004473473	0.2123170976111658	0.26405144895768096	0.2341501968327816	0.20929844994184485	0.1994112619665384	0.2164391536190391	0.16171801288360024	0.16261714458262505	0.2512631220363246	0.0	0.23981782499776325
Mim98	0.20386410977901046	0.17992766484745457	0.23174599982106112	0.29983841057528854	0.3406728388655274	0.2934654102174108	0.40389598147982464	0.3942791285675942	0.266122942650085	0.30007284468104145	0.2980897311443142	0.29087492529301245	0.3377193254003758	0.31720535385165965	0.33079246264650625	0.3056545293907131	0.37292207703319313	0.36841528719692224	0.35709375592735076	0.3456324349109779	0.2363424018072828	0.35795240404401896	0.2597597239867585	0.3445905587366914	0.37233419477498436	0.2574381251677552	0.30481839312874653	0.3344948456652054	0.32412666144761565	0.2950685769884584	0.35363265768989893	0.3768873154692672	0.36391383063433835	0.3561945007604903	0.35965078330500133	0.19089899794220272	0.23821381721392143	0.08491154155855775	0.28091782589245773	0.32025742193790824	0.3313827878679431	0.2898027095821777	0.21755054084280218	0.25887699919477497	0.23673991142524828	0.2226680714860875	0.23449940637022457	0.23981782499776325	0.0
