	Mim109	Mim116	Mim11	Mim124	Mim129	Mim12	Mim132	Mim139	Mim141	Mim143	Mim151	Mim152	Mim161	Mim162	Mim172	Mim176	Mim181	Mim182	Mim190	Mim191	Mim1	Mim212	Mim21	Mim224	Mim228	Mim22	Mim237	Mim238	Mim250	Mim255	Mim261	Mim266	Mim271	Mim277	Mim286	Mim2	Mim31	Mim32	Mim46	Mim47	Mim57	Mim58	Mim66	Mim67	Mim83	Mim87	Mim93	Mim97	Mim98
Mim151	0.25415975753780085	0.247355304196117	0.306463897736423	0.32450372550773915	0.3680191826966091	0.3645091012794131	0.41536214816140293	0.3966948640064417	0.13335095687572693	0.10962383644985238	0.0	0.10985752661716025	0.1459408316185023	0.11131507336494587	0.14927930929587546	0.10058093674510155	0.18388222868390444	0.18481294265008497	0.14240036100921535	0.1364500143151114	0.32787050460767647	0.1710563527780263	0.3291012946228863	0.15663949449762904	0.18743776415853988	0.31165120067996777	0.1502176241388566	0.12957175583788136	0.14934464793772925	0.16852907309653753	0.1988563648564015	0.23165566162655454	0.21225829560705017	0.21392824282007697	0.2121446255703677	0.3133770577972622	0.3208494837612955	0.28280261653395367	0.3364762373624407	0.36437005010288986	0.360069817929677	0.327635439742328	0.2808649664489577	0.2995690645969401	0.2974661881542453	0.27491227073454416	0.2165419692225105	0.328370860248725	0.2980897311443142
Mim152	0.25821592958754586	0.23319592019325397	0.3112170716650264	0.33423961214995074	0.374800093048224	0.3603378536279861	0.41896432182159793	0.39913119173302314	0.15757436968775163	0.13856844725776146	0.10985752661716025	0.0	0.16174792430884855	0.11059374250693388	0.18098328308132774	0.12597580254093227	0.23387217813366737	0.22291264695356533	0.18803299722644717	0.17927501073633353	0.32060099445289436	0.20146033729981214	0.3296066793415049	0.17434267916256596	0.2043123901762548	0.3148347512749396	0.16580416927619218	0.14478685335957772	0.17923752840654916	0.17618340028630222	0.22811333944707884	0.26481762413885657	0.25123707658584593	0.2618221665026394	0.2521857640690704	0.30368042319048044	0.32527782455041604	0.2755070645074707	0.3258109868479914	0.35680400331036943	0.35701803167218393	0.3193438610539501	0.2724408495123915	0.28595206227073455	0.30883008589066835	0.28209543213742505	0.23052579359398767	0.333694068175718	0.29087492529301245
Mim161	0.27899658629328083	0.2672751981748233	0.3318427476066923	0.3675400317616534	0.3803549190301512	0.3821058996152814	0.4203149633175271	0.4082657126241388	0.20658518654379532	0.18611697548537173	0.1459408316185023	0.16174792430884855	0.0	0.12299911425248278	0.18751942336941935	0.1378316941039635	0.23458474501207838	0.22546921490560973	0.19149411738391342	0.1826953721928961	0.3480566498165876	0.15867563925919298	0.35010273642301154	0.14823731994273956	0.1577926997405386	0.3269168779636754	0.1528752688556858	0.13348893441889595	0.19270562628612328	0.18379932584772302	0.23617710879484655	0.247334378187349	0.25588427440279143	0.26246478795741257	0.2545648389549968	0.3431057528853897	0.34681849378187346	0.32630141630133314	0.3421913885658048	0.3635761890489398	0.3591159121410038	0.32899834526259286	0.29368212355730516	0.3076591813545674	0.3242268569383555	0.2982380339089201	0.2605448962154424	0.3549404598729534	0.3377193254003758
Mim162	0.2765865916614476	0.2566459649279771	0.33082777578956785	0.34498206719155405	0.3889240985953297	0.3853935376219021	0.42748000849959733	0.4121438266082133	0.16258876711103154	0.1341304182696609	0.11131507336494587	0.11059374250693388	0.12299911425248278	0.0	0.16407938579225195	0.09725694953923235	0.21947920148519284	0.20987963541200677	0.17055497092243	0.16153807774894874	0.3473182387939518	0.16676234052071218	0.35390655318958575	0.1488116216337121	0.17276681533506308	0.33686699248456653	0.1685178196295965	0.13293719602755658	0.18423648966627898	0.1828181117473383	0.2359673405207122	0.2630185537264024	0.2540463608302765	0.25409851346515167	0.2454737850049208	0.3336546568846739	0.34496982419253824	0.3053795141809072	0.349625697414333	0.37143590543079535	0.37415418001252576	0.3411339120515344	0.29578592511407353	0.3149863165429006	0.32216286123288895	0.29893674554889504	0.23178108034356268	0.3509885845933614	0.31720535385165965
Mim172	0.271941501297307	0.29875644672094476	0.333296452983806	0.3297845853091169	0.3796405488950524	0.39009760177149505	0.42176574751722284	0.3917842081954013	0.17881685738570277	0.15455336047239868	0.14927930929587546	0.18098328308132774	0.18751942336941935	0.16407938579225195	0.0	0.13783248188243716	0.14918317795472846	0.19323749753959024	0.17164257985148074	0.16915857117294442	0.34771688467388384	0.21930449002415675	0.35148385792251946	0.2088704643464257	0.218967456383645	0.3313687787420596	0.17594999597387495	0.1669362400465241	0.15089979958844055	0.1879293343473204	0.18437756732575822	0.21478269750380247	0.1618557985148072	0.2131505538158719	0.20443037219289611	0.34628658629328085	0.35117004562941756	0.3198709103516149	0.3384814409054308	0.3842580799856849	0.36601234186275383	0.34657470967164716	0.2920584002863022	0.3084985930929588	0.3039394922608929	0.2751464498523754	0.25219895589156305	0.3678374550416033	0.33079246264650625
Mim176	0.2710675208016462	0.2461914579046256	0.32656997897468015	0.3302376970564552	0.37858536414064603	0.38009779860427667	0.4213792305627628	0.4047165648206138	0.1364310588708956	0.1084335313590409	0.10058093674510155	0.12597580254093227	0.1378316941039635	0.09725694953923235	0.13783248188243716	0.0	0.20029411827860782	0.20078882526617162	0.15794082446094657	0.1546677131609555	0.34651797083296054	0.18730981614028808	0.3511063335420954	0.16594461304464525	0.1715774733828398	0.3321164865348484	0.14901272658137246	0.11649681712445199	0.16389014672989174	0.16106047597745368	0.20217333989442607	0.22428544958396707	0.22068942650084997	0.2200526590319406	0.2058176415853986	0.33348791849333453	0.34495722376308485	0.29497687706898096	0.3454597436700366	0.370230093048224	0.37452340923324684	0.3385273105484477	0.28955057976201126	0.3096205166860517	0.31676692269839846	0.2936190990426769	0.2299707470698756	0.3520340498344815	0.3056545293907131
Mim181	0.27527908562226	0.33661452223315735	0.3510647154871611	0.35172485103337214	0.383076406459694	0.3883627623691509	0.4221371056634159	0.41570451954907406	0.2236369370135099	0.20236269124094122	0.18388222868390444	0.23387217813366737	0.23458474501207838	0.21947920148519284	0.14918317795472846	0.20029411827860782	0.0	0.13696856133130536	0.11198863514359846	0.14047206495481793	0.34051985863827505	0.20700576138498702	0.36141059497181716	0.22251831171155048	0.26962740270197727	0.3304637979779905	0.22031867003668248	0.22604384673883865	0.16409458173033908	0.2608863049118726	0.18647194953923235	0.20943778742059588	0.14663440010736334	0.17165734902030955	0.1969294470788226	0.34725594927082404	0.34075796278071036	0.35900497047508273	0.3556801346515165	0.41114148429811215	0.38765159210879485	0.3594306414959291	0.3224095410217411	0.33553987787420597	0.29842160463451733	0.27142143151113896	0.26524325310906327	0.3554032938176613	0.37292207703319313
Mim182	0.2784578473651248	0.32284717410754227	0.3470309175091706	0.37424953654826876	0.39443382437147717	0.39177317840207565	0.4362922895231279	0.42283535340431244	0.22989167442068534	0.2007408204348215	0.18481294265008497	0.22291264695356533	0.22546921490560973	0.20987963541200677	0.19323749753959024	0.20078882526617162	0.13696856133130536	0.0	0.10839521830544868	0.1230135751990695	0.3291709886373803	0.18523137648742952	0.3618077319495392	0.15128437595061286	0.2723401968327816	0.30378089022098953	0.21693011675762724	0.2223237733738928	0.17221971996063346	0.25688265724255166	0.21282142435358326	0.24037621991589872	0.2026452965912141	0.21282864632727924	0.23312980585130177	0.31344151784915447	0.34261088216873936	0.3536383524201485	0.3715179945423638	0.40702031045897824	0.38713010154782146	0.3591163156482061	0.3291883797083296	0.3412512422832602	0.3197204871611345	0.29896430079627806	0.27372533685246486	0.3564814713250425	0.36841528719692224
Mim190	0.2680198456652053	0.3048654218484388	0.3377695589156303	0.35762970072470246	0.3856765634785721	0.38330094300796275	0.42537440771226626	0.4128938820792699	0.1904440932271629	0.1616882056902568	0.14240036100921535	0.18803299722644717	0.19149411738391342	0.17055497092243	0.17164257985148074	0.15794082446094657	0.11198863514359846	0.10839521830544868	0.0	0.07338665965822672	0.33811173973338104	0.15411792609823743	0.35119474143330054	0.1780218256240494	0.2378471660552921	0.32193709090095735	0.1989423047329337	0.18512858906683366	0.1501810302406728	0.23773434866243176	0.187884039098148	0.2152448291133578	0.1859640695177597	0.1791676321911067	0.19390354701619394	0.32997090095732307	0.3380444819719066	0.33840412722555246	0.3622157582535564	0.39574479690435715	0.3830436476693209	0.3537425735886195	0.32148717052876447	0.3323678106826519	0.31777369150934953	0.29403664534311535	0.2565852764605887	0.35183618681220363	0.35709375592735076
Mim191	0.2703829283349736	0.29578154290059944	0.33074031627449224	0.35177267245235755	0.38562195624944084	0.3805741491455668	0.4283180638811846	0.40989424129909635	0.18687078062091797	0.160212531985327	0.1364500143151114	0.17927501073633353	0.1826953721928961	0.16153807774894874	0.16915857117294442	0.1546677131609555	0.14047206495481793	0.1230135751990695	0.07338665965822672	0.0	0.3435892726134025	0.1415186360382929	0.3482596349646596	0.166785286749575	0.23500685335957772	0.3290609304822403	0.18884026975038026	0.17583465733202108	0.15093722018430705	0.21975086248546122	0.199182977543169	0.22691158808266979	0.19510182696609107	0.19728876084817032	0.20817577793683456	0.32889320792699295	0.33971761116578686	0.32753396036503535	0.35794381989800483	0.3855065294801825	0.38125391205153436	0.3520651060212937	0.312156718260714	0.32596658181980853	0.3252459340610182	0.30074815603471416	0.25661051355462106	0.35288291894068174	0.3456324349109779
Mim1	0.18412819987474277	0.22675896618054936	0.17885484879663593	0.3104585881721392	0.30332999150040263	0.2014199906057082	0.3515651203364051	0.3467466730786436	0.3459016082132952	0.35665949807640696	0.32787050460767647	0.32060099445289436	0.3480566498165876	0.3473182387939518	0.34771688467388384	0.34651797083296054	0.34051985863827505	0.3291709886373803	0.33811173973338104	0.3435892726134025	0.0	0.36149528451283885	0.17777489755748413	0.3360367209447973	0.3920765679520444	0.16579177328442335	0.3227274550416033	0.3575852764605887	0.28873581372461304	0.34826875726939255	0.3242140520712177	0.3564364033282634	0.32070690077838415	0.3554220255882616	0.35125603292475616	0.12367484611255257	0.14485799588440548	0.22541671512928335	0.17252661671289254	0.2614816462378098	0.2306451869911425	0.17298322358414603	0.16254953118010199	0.18216771629238612	0.17676430661179207	0.16497210163729087	0.2540663738033461	0.14626285720676388	0.2363424018072828
Mim212	0.29548973830186986	0.2990943500044735	0.3470526670841908	0.3833259626912409	0.3990248984521786	0.3992828021830545	0.429135094837613	0.4364471316095553	0.22833251051265993	0.20657284199695805	0.1710563527780263	0.20146033729981214	0.15867563925919298	0.16676234052071218	0.21930449002415675	0.18730981614028808	0.20700576138498702	0.18523137648742952	0.15411792609823743	0.1415186360382929	0.36149528451283885	0.0	0.36855898049566077	0.1539418488861054	0.205957919388029	0.3462550572604456	0.194876869464078	0.18236155587366912	0.20230087187975304	0.22130461528138143	0.25494945557841997	0.2737404647937729	0.26257064641674865	0.24996998523754138	0.2585492632191107	0.35699137156661	0.36462666055292114	0.34508676836360386	0.385817561062897	0.40655716784468104	0.40219611344725775	0.374566793862396	0.3429375820882169	0.356274126330858	0.34776877247919835	0.3226086548268766	0.2740510776594793	0.3739752974859085	0.35795240404401896
Mim21	0.18313105216068712	0.2573575489845218	0.1212074335689362	0.22716737765053233	0.22472448107721213	0.13526361590766753	0.27683341146998297	0.25846471190838327	0.35575577212132053	0.3657197790104679	0.3291012946228863	0.3296066793415049	0.35010273642301154	0.35390655318958575	0.35148385792251946	0.3511063335420954	0.36141059497181716	0.3618077319495392	0.35119474143330054	0.3482596349646596	0.17777489755748413	0.36855898049566077	0.0	0.35621666010557396	0.3947543213742507	0.1226157394649727	0.31666608079090985	0.3543951198890579	0.3059457609376398	0.3331243714771406	0.32993565178491546	0.35109890220989537	0.33920851480719333	0.35785032656347854	0.35205971459246665	0.20234223449941846	0.16378949002415674	0.2421344578151561	0.18826795785989087	0.18490812740449136	0.20581156884673885	0.19812911425248278	0.1900827914467209	0.16161455802093583	0.21322421624765142	0.20965897110136886	0.2749609152724345	0.17566983045539947	0.2597597239867585
Mim224	0.2860367728370762	0.2793274425158808	0.33495626867674694	0.3744290185201754	0.3886666202916704	0.3894823857027825	0.4294309331663237	0.41961780576183233	0.21409766618949627	0.19386864990605707	0.15663949449762904	0.17434267916256596	0.14823731994273956	0.1488116216337121	0.2088704643464257	0.16594461304464525	0.22251831171155048	0.15128437595061286	0.1780218256240494	0.166785286749575	0.3360367209447973	0.1539418488861054	0.35621666010557396	0.0	0.20081162565983715	0.309723622617876	0.16002606200232622	0.15016879708329606	0.18407018430705913	0.20822492618770688	0.25242227341862755	0.26654680236199335	0.25326357430437507	0.2673397852733292	0.2662634052071218	0.3028887371387671	0.3530693271897647	0.3304860539500761	0.3629528366287913	0.38157172586561694	0.3834617960991321	0.3513326760311354	0.3119938185559632	0.32856345486266436	0.3346065120336405	0.3081541621186365	0.26429531985327015	0.357928762190212	0.3445905587366914
Mim228	0.3305874841191733	0.3046453068802004	0.3770075123020489	0.4024317446542006	0.42841357833050014	0.4252772671557663	0.46004426142972177	0.45370805896036503	0.2427750304196117	0.2010754871611345	0.18743776415853988	0.2043123901762548	0.1577926997405386	0.17276681533506308	0.218967456383645	0.1715774733828398	0.26962740270197727	0.2723401968327816	0.2378471660552921	0.23500685335957772	0.3920765679520444	0.205957919388029	0.3947543213742507	0.20081162565983715	0.0	0.3762473400733649	0.18432082625033552	0.1410392954281113	0.2451258459336137	0.21795598282186632	0.277010633443679	0.2806217884942292	0.2994244224747249	0.28382310727386595	0.28029987474277535	0.38797370895589156	0.3891976380066207	0.3608198939787063	0.40144531582714504	0.4192639080254093	0.4173569343294265	0.38815291223047327	0.34911418180191467	0.3669908781426143	0.3697344819719066	0.34779508544332105	0.28767396528585487	0.3958104120067997	0.37233419477498436
Mim22	0.17572297485908564	0.24659531761653392	0.13368286078554173	0.226598159613492	0.22266504562941755	0.16185740493871342	0.2681913554621097	0.25625616936566165	0.340490637469804	0.3477620354299007	0.31165120067996777	0.3148347512749396	0.3269168779636754	0.33686699248456653	0.3313687787420596	0.3321164865348484	0.3304637979779905	0.30378089022098953	0.32193709090095735	0.3290609304822403	0.16579177328442335	0.3462550572604456	0.1226157394649727	0.309723622617876	0.3762473400733649	0.0	0.2943896819361188	0.3366862856759416	0.27398065760042944	0.3163000125257225	0.29303680236199336	0.3120452026482956	0.3079711863648564	0.3227387295338642	0.3161114914556679	0.1826265522948913	0.17143682115057707	0.2386466623423101	0.1829312530195938	0.20508057976201124	0.21004987787420593	0.19354418895947034	0.1883730034893084	0.16471905207121768	0.21251819853270107	0.1982072595508634	0.25988209000626283	0.19368855641048582	0.2574381251677552
Mim237	0.25604091482508723	0.26887679788852104	0.29935405922877334	0.3278181600608392	0.3582581891384092	0.3579943732665295	0.3992440006262861	0.3881838471861859	0.1944825042497987	0.18850594658674064	0.1502176241388566	0.16580416927619218	0.1528752688556858	0.1685178196295965	0.17594999597387495	0.14901272658137246	0.22031867003668248	0.21693011675762724	0.1989423047329337	0.18884026975038026	0.3227274550416033	0.194876869464078	0.31666608079090985	0.16002606200232622	0.18432082625033552	0.2943896819361188	0.0	0.14068075422743134	0.17173545092600875	0.15681575154334795	0.2150238324237273	0.2310005336852465	0.2375106222599982	0.24492471280307776	0.23804509483761296	0.3078462395991769	0.330030989979422	0.289459413080433	0.33042420237988723	0.3522656826518744	0.351249800483135	0.32180123065223226	0.2774507475172229	0.29418098774268586	0.3085753547463541	0.2830516162655453	0.2610168502281471	0.33905699830008057	0.30481839312874653
Mim238	0.2876871257940413	0.2672621687393755	0.3342442784289165	0.35554355417374967	0.37954019951686496	0.385923072380782	0.41633349870269304	0.40403816766574213	0.18613373534937816	0.1584980759595598	0.12957175583788136	0.14478685335957772	0.13348893441889595	0.13293719602755658	0.1669362400465241	0.11649681712445199	0.22604384673883865	0.2223237733738928	0.18512858906683366	0.17583465733202108	0.3575852764605887	0.18236155587366912	0.3543951198890579	0.15016879708329606	0.1410392954281113	0.3366862856759416	0.14068075422743134	0.0	0.17794800080522502	0.17161442023798873	0.22447158763532254	0.23776375279592019	0.24242025006710208	0.2435766435537264	0.23396779144672092	0.3461532862127583	0.3522007734633622	0.31994964570099305	0.357023868658853	0.3748870372192896	0.3752675655363693	0.3448855368166771	0.3054945705466583	0.3240178035250962	0.3320412230473293	0.31049078062091795	0.2587494144224747	0.3597988717902836	0.3344948456652054
Mim250	0.22986847991410933	0.2752998662431779	0.291464554442158	0.31548469446184124	0.3228390019683278	0.32621940726491905	0.3643562208105932	0.3470404710566342	0.18579779055202647	0.1785611246309385	0.14934464793772925	0.17923752840654916	0.19270562628612328	0.18423648966627898	0.15089979958844055	0.16389014672989174	0.16409458173033908	0.17221971996063346	0.1501810302406728	0.15093722018430705	0.28873581372461304	0.20230087187975304	0.3059457609376398	0.18407018430705913	0.2451258459336137	0.27398065760042944	0.17173545092600875	0.17794800080522502	0.0	0.19124963228057618	0.14932216068712534	0.19024238883421313	0.13988554978974677	0.19602921266887355	0.177927526169813	0.3036252469356715	0.29117894515522946	0.30348101771495034	0.2932413049118726	0.33521195490739913	0.311173944260535	0.28498105663415946	0.263599519549074	0.26869848572962335	0.27193139706540215	0.25482036235125705	0.2612450272881811	0.3116867357072559	0.32412666144761565
Mim255	0.2762496081238257	0.2633546492797709	0.3114683971548716	0.33569852643822135	0.3623265048760848	0.37043002281470877	0.4032139974948555	0.39177564328531805	0.18128248054039545	0.1760274349109779	0.16852907309653753	0.17618340028630222	0.18379932584772302	0.1828181117473383	0.1879293343473204	0.16106047597745368	0.2608863049118726	0.25688265724255166	0.23773434866243176	0.21975086248546122	0.34826875726939255	0.22130461528138143	0.3331243714771406	0.20822492618770688	0.21795598282186632	0.3163000125257225	0.15681575154334795	0.17161442023798873	0.19124963228057618	0.0	0.25472539142882705	0.26597667173660194	0.27211622617875997	0.2833685810145835	0.265698547016194	0.3350542314574573	0.3531860177149504	0.28010941621186364	0.3283571195311801	0.34637510960007156	0.3503256325489845	0.3235537693477678	0.2900682812919388	0.29350407757000985	0.32843533819450654	0.3058487313232531	0.2632646372013957	0.35942861724970926	0.2950685769884584
